016806 多判视角为：大众 实际视角为：途观 句子：点评：途观虽然只是中期改款，不过其经典的造型非常的耐看，家族化的前脸设计，经典耐看，搭配新式样的大灯，造型更加的年轻醒目，中控依然是大众的风格，好处是上手没难度，用料上还是不错的，优秀的做工，使其拥有良好的质感，车内丰富的储物空间，物品的放置很方便。
016558	实际情感:pos 预测情感:neu	 视角：凯越 句子： 时光回溯到2003年，中国家轿市场破土萌芽，“老三样（桑塔纳、捷达、富康）”已经逐渐无法满足消费者对于优秀中级车的需求，凯越便是在这样的环境下应运而生。
016555	实际情感:pos 预测情感:neu	 视角：雅阁 句子： 没开过几款车，但能感受到雅阁的2.4L还是可以的，动力够，也比较省油，朋友说的可靠性有待检验，估计开个几年后更好评价。
016552	实际情感:pos 预测情感:neu	 视角：大众朗逸 句子： 上一辆车是大众朗逸，已经开了6年多了，除了常规保养（机油、机滤、空滤）火花塞，轮胎，都没有更换过。
016537	实际情感:pos 预测情感:neu	 视角：朗境 句子： 这大热天的有朗境啥也不愁了！
016513 多判视角为：up 实际视角为：Volkswagen Polo 句子：Next Volkswagen Polo looks all grown up。
016513	实际情感:pos 预测情感:neu	 视角：Volkswagen Polo 句子： Next Volkswagen Polo looks all grown up。
016476	实际情感:neg 预测情感:neu	 视角：众泰T600 句子： 众泰T600毛病太多
016473	实际情感:neg 预测情感:neu	 视角：东风风度 句子： 如果说其它车型是换壳子，那么东风风度MX6只是换了车标而已，两款车型高度雷同。
016469 多判视角为：标致 实际视角为：东风标致 4008 3008 句子：据东风标致自己说，4008是标致集团在华投放的这款全新紧凑型SUV，其定位略高于现款3008。
016461 多判视角为：New Polo 实际视角为：Polo 句子：我的New Polo很入镜
016460 多判视角为：神龙 实际视角为：东风 风神 东风标致雪铁龙 句子：东风集团并未公布各合资公司及联营公司的具体营收状况，但从中金公司发布的研报显示，未来两年东风集团的股价主要受东风自主品牌——风神和神龙公司（东风标致雪铁龙）业绩影响。
016441	实际情感:pos 预测情感:neu	 视角：汉兰达 句子： 这意味着，传祺GS8将进入了主流合资品牌的价格区间，加上中国品牌SUV在此细分市场中并无直接对手，或将与福特锐界、汉兰达形成大7座高端SUV三强鼎立格局。
016441	实际情感:pos 预测情感:neu	 视角：福特锐界 句子： 这意味着，传祺GS8将进入了主流合资品牌的价格区间，加上中国品牌SUV在此细分市场中并无直接对手，或将与福特锐界、汉兰达形成大7座高端SUV三强鼎立格局。
016441	实际情感:pos 预测情感:neu	 视角：传祺GS8 句子： 这意味着，传祺GS8将进入了主流合资品牌的价格区间，加上中国品牌SUV在此细分市场中并无直接对手，或将与福特锐界、汉兰达形成大7座高端SUV三强鼎立格局。
016436	实际情感:pos 预测情感:neu	 视角：奔驰 句子： 宝马和奔驰在豪华车市场中的地位，的确非常强势，无论是在世界各地的哪个角落，都是斗得不可开交的老对手。
016436	实际情感:pos 预测情感:neu	 视角：宝马 句子： 宝马和奔驰在豪华车市场中的地位，的确非常强势，无论是在世界各地的哪个角落，都是斗得不可开交的老对手。
016435 多判视角为：大众 实际视角为：斯柯达 明锐 句子：看车差不多看了有十来天，本来就对大众车有好感，最后就定了斯柯达的明锐，外观好看，时尚又不是稳重，现在用了这么多天，总结起来就是，这辆车没有选错。
016416 多判视角为：上海大众 实际视角为：途安L 句子：老公选择的车型是上海大众的新途安L，带我去店里看车，我倒是很喜欢这个车型的，只是价格让我有点接受不了，将近二十万的车，虽说是顶配车型，但是家里资金有限，我也比较保守不愿意所有的钱全部买一辆车。
016412	实际情感:neu 预测情感:pos	 视角：MKZ 句子： 比如，新一代Continental已经使用了林肯最新的设计语言，但MKZ却依旧保留了大量以前的设计元素。
016411	实际情感:pos 预测情感:neu	 视角：GTI 句子： 尤其是从307换到GTI之后，在2.0T与DSG的配合下6.9秒便可时速过百！
016407	实际情感:pos 预测情感:neu	 视角：斯柯达 句子： 从2011年开始赞助至今，斯柯达车队在环西班牙比赛期间的总行程已经超过250万公里，没有发生一起车辆故障。
016406 多判视角为：大众 实际视角为：朗逸 H6 句子：对于总居销量榜首的朗逸和H6来说，他们并不需要有任何先进高能的新奇技术，走量才是其厂家对它们的最大要求，刚好这样的车型一下子就戳中了大众痛点，直击内心，销量高也就不足为奇了。
016399	实际情感:neg 预测情感:neu	 视角：斯柯达明锐 句子： 斯柯达明锐仪表盘指示灯到天黑的时候,不亮正常吗
016386	实际情感:pos 预测情感:neu	 视角：凯越 句子： 廉颇（凯越）虽老矣，然风姿依旧，传奇仍在！
016376	实际情感:neg 预测情感:neu	 视角：上海MG7 句子： 上海汽车MG7，突然左前轮半轴脱落
016371 多判视角为：New Polo 实际视角为：Polo 句子：这就是我刚提到手的红色New Polo，颜色我很喜欢~侧面腰线笔直流畅，多条幅式的铝合金轮毂拉风。
016364 多判视角为：天津一汽 实际视角为：丰田 一汽丰田 句子：丰田汽车（中国）投资有限公司、天津一汽丰田汽车有限公司召回部
016364	实际情感:neg 预测情感:neu	 视角：丰田 句子： 丰田汽车（中国）投资有限公司、天津一汽丰田汽车有限公司召回部
016350 多判视角为：IS 实际视角为：晶锐 句子：值得一提的是，晶锐全系标配两套ISOFIX+Toptether儿童安全座椅固定装置，锁扣与车身焊连，更加稳固安全，对二胎家庭来说也十分实用。
016342	实际情感:pos 预测情感:neu	 视角：途安L 句子： 买了我的小白安已经一段时间了，自从有了它，带着家人出门，真是方便多了~~还记得刚提车后，从4S店里出来，就抑制不住内心的那种激动，挂上档一脚油门踩下去，窜得飞速，哈哈哈~看着销售小哥那有点担忧的眼神，我表示很淡定，毕竟我也试过朋友的新买的全新途安L，算是给我做了个参考，感觉实在不错，才去店里买的。
016341	实际情感:pos 预测情感:neu	 视角：凌渡 句子： 夜幕下的凌渡举世瞩目，绚丽多彩。
016340	实际情感:pos 预测情感:neu	 视角：斯柯达 句子： 2008年，斯柯达品牌鼎力协助北京奥运会，签约成为“中国国家自行车队主赞助商”及“中国自行车运动协会战略合作伙伴”。
016305	实际情感:neu 预测情感:pos	 视角：东风标致308 句子： 在这个人生美好的阶段，新一代东风标致308将助力他们绽放更多的实力和精彩。
016300	实际情感:pos 预测情感:neu	 视角：雅阁 句子： 普混市场在主流合资品牌的中高级车开始普及化，本月的雅阁混动和蒙迪欧混动也都有产品推出，油耗均在三阶段的50%水平表现较突出。
016300	实际情感:pos 预测情感:neu	 视角：蒙迪欧 句子： 普混市场在主流合资品牌的中高级车开始普及化，本月的雅阁混动和蒙迪欧混动也都有产品推出，油耗均在三阶段的50%水平表现较突出。
016293	实际情感:pos 预测情感:neu	 视角：朗逸 句子： 实力座驾 上海大众新朗逸无惧挑战！
016293	实际情感:pos 预测情感:neu	 视角：上海大众 句子： 实力座驾 上海大众新朗逸无惧挑战！
016273 多判视角为：KX3 实际视角为：东风悦达起亚 句子：本次东风悦达起亚展台占地面积1800平米，现场分新能源专区、K系列专区、SUV专区、T动力专区、新KX3专区、X-CAR展台六大展示区域。
016236 多判视角为：大众 实际视角为：途观 句子：而途观作为大众SUV的代表车型，因其原型车血统纯正，同时兼顾中国消费者独特的审美需求和中国市场特点，近年来备受中国消费者热捧。
016232	实际情感:neg 预测情感:neu	 视角：夏利 句子： 2005年2005年，人民体育场旁的露天游泳池被拆除，有多少人还记得那三块经典的游泳池呢；夏利出租车逐步退出历史舞台，捷达、桑塔纳、富康成主流。
016230	实际情感:pos 预测情感:neu	 视角：桑塔纳 句子： 4、保有量近200万辆的桑塔纳轿车是目前国内轿车市场占有率最高的汽车，按照正常情况每年配件的总需求量大约近60亿元，然而根据统计，正规汽配的市场占有率仅有36%，剩下64%的产品是些什么就不言而喻了。
016227 多判视角为：宋 实际视角为：比亚迪 句子：准备等周末去了，好久没联系的比亚迪销售顾问给我打电话说宋的新款快到店了！！！
016201 多判视角为：大众 实际视角为：辉腾 辉昂 句子：辉腾和辉昂无论是中文还是英文的名字都非常接近，这是大众有意强调整两款车之间的联系，而事实上，它门除了挂在相同的大众标志以外，就再没别的联系。
016192	实际情感:neg 预测情感:pos	 视角：思域 句子： 思域的5速平行轴自动变速器已经在本田车型上使用多年，其质量的稳定性值得称道，但是与轩逸的新一代CVT无级变速器相比，无论是平顺性还是油耗控制，都是完败于对手的，一位朋友就曾经告诉我：
016192	实际情感:neu 预测情感:pos	 视角：本田 句子： 思域的5速平行轴自动变速器已经在本田车型上使用多年，其质量的稳定性值得称道，但是与轩逸的新一代CVT无级变速器相比，无论是平顺性还是油耗控制，都是完败于对手的，一位朋友就曾经告诉我：
016189	实际情感:neg 预测情感:neu	 视角：迈腾 句子： 先看吧我怕会开多了连车都换不成，先去看来一汽大众迈腾，说实话那里销售顾问真牛逼，也没人接待把老爷子买迈腾的心都浇了不少，后面有人接待也就简单问了一下就走了。
016189 多判视角为：一汽大众 实际视角为：一汽大众迈腾 迈腾 句子：先看吧我怕会开多了连车都换不成，先去看来一汽大众迈腾，说实话那里销售顾问真牛逼，也没人接待把老爷子买迈腾的心都浇了不少，后面有人接待也就简单问了一下就走了。
016180	实际情感:pos 预测情感:neu	 视角：速派 句子： 速派帮我避祸，速派刹车很棒很棒！
016164	实际情感:neu 预测情感:pos	 视角：奔驰 句子： 该车不仅丰富了奔驰国产的产品线，它也将成为梅赛德斯-奔驰未来在华增长的关键因素。
016164	实际情感:neu 预测情感:pos	 视角：梅赛德斯-奔驰 句子： 该车不仅丰富了奔驰国产的产品线，它也将成为梅赛德斯-奔驰未来在华增长的关键因素。
016162 多判视角为：丰田 实际视角为：卡罗拉 句子：【庞大弘德丰田】卡罗拉增新动力 1.2T车型即将上市
016161 多判视角为：大众 实际视角为：途观 句子：内饰方面，新途观采用大众家族最新的内饰设计风格，配以三幅式多功能方向盘，大尺寸中控屏幕，同时多媒体控制与空调控制等区域采用黑色烤漆处理，并在出风口及门板处配以银色装饰，整车质感得到提升。
016159	实际情感:neg 预测情感:neu	 视角：smart 句子： 之前还考虑过别的小车，但是感觉飞度有点low，雨燕动力不好，骐达又烂大街，smart太不实用，一直没有找到十分中意的那一款，直到上次我们去店里看Polo，店里的白色车太普通，其他颜色又没有现车，订车时间遥遥无期。
016159	实际情感:neg 预测情感:neu	 视角：骐达 句子： 之前还考虑过别的小车，但是感觉飞度有点low，雨燕动力不好，骐达又烂大街，smart太不实用，一直没有找到十分中意的那一款，直到上次我们去店里看Polo，店里的白色车太普通，其他颜色又没有现车，订车时间遥遥无期。
016157 多判视角为：大众 实际视角为：途锐 辉腾 句子：从辉腾到途锐，车体更大，马力更强，价格却远远脱离了大众。
016154 多判视角为：i8 实际视角为：宝马 句子：[汽车之家 新车上市]  9月1日，宝马宣布i8质子红限量版（i8 Protonic Red Edition）正式上市，这款车的是售价为209.80万元。
016151 多判视角为：GTI 实际视角为：大众凌渡GTI 句子：【大众凌渡GTI车型效果图曝光】近日，有海外媒体曝光了大众凌渡的GTI性能版车型效果图。
016151 多判视角为：大众凌渡 实际视角为：大众凌渡GTI 句子：【大众凌渡GTI车型效果图曝光】近日，有海外媒体曝光了大众凌渡的GTI性能版车型效果图。
016124 多判视角为：丰田 实际视角为：思域 凌派 雷凌 卡罗拉 花冠 锋范 句子：而本田至今只有思域凌派以及自称紧凑型车的锋范、丰田就省卡罗拉雷凌花冠支撑了。
016124 多判视角为：本田 实际视角为：思域 凌派 雷凌 卡罗拉 花冠 锋范 句子：而本田至今只有思域凌派以及自称紧凑型车的锋范、丰田就省卡罗拉雷凌花冠支撑了。
016111	实际情感:pos 预测情感:neu	 视角：BMW 句子： BMW发动机声浪比保时捷更加悦耳，同样单涡轮设置减少了涡轮迟滞现象。
016101	实际情感:pos 预测情感:neu	 视角：途观 句子： 然而，途观7座版在车身和轴距增长更明显，车长达到4712毫米，轴距拉伸至2791毫米，尺寸上足可傲视其他紧凑型SUV，甚至可以威胁级别更高的丰田汉兰达、福特锐界等。
016094	实际情感:pos 预测情感:neu	 视角：本田 句子： 此次，本田中国宣布Honda正式成为中国国家铁人三项队官方赞助商。
016094 多判视角为：Honda 实际视角为：本田 句子：此次，本田中国宣布Honda正式成为中国国家铁人三项队官方赞助商。
016091	实际情感:neu 预测情感:neg	 视角：昕动 句子： 昕动1.4的到底开着空调车有劲么？能跑动不
016082	实际情感:pos 预测情感:neu	 视角：途观 句子： 新途观配备左右分区独立调节智能自动恒温空调，车主可以根据需要分别调节主、副驾驶的环境温度。
016027	实际情感:neg 预测情感:neu	 视角：东风雪铁龙 句子： 东风雪铁龙不给维修换件
015995	实际情感:pos 预测情感:neu	 视角：大众 句子： 从各个区域的交付量而言，大众在亚太地区交付量的两位数的增幅无疑是该品牌的救世主，其中中国是所有市场中增速最大的市场。
015981 多判视角为：昕锐 实际视角为：斯柯达昕锐 句子：斯柯达昕锐是斯柯达旗下版本较低的一款车，我们最近一段时间经常可以在教练车看见它的身影，斯柯达师从大众，所以昕锐的地位目前就相当于多年前的大众吧，昕锐在外观设计上有着独到的见解。
015981	实际情感:pos 预测情感:neu	 视角：斯柯达昕锐 句子： 斯柯达昕锐是斯柯达旗下版本较低的一款车，我们最近一段时间经常可以在教练车看见它的身影，斯柯达师从大众，所以昕锐的地位目前就相当于多年前的大众吧，昕锐在外观设计上有着独到的见解。
015981 多判视角为：大众 实际视角为：斯柯达昕锐 句子：斯柯达昕锐是斯柯达旗下版本较低的一款车，我们最近一段时间经常可以在教练车看见它的身影，斯柯达师从大众，所以昕锐的地位目前就相当于多年前的大众吧，昕锐在外观设计上有着独到的见解。
015981 多判视角为：斯柯达 实际视角为：斯柯达昕锐 句子：斯柯达昕锐是斯柯达旗下版本较低的一款车，我们最近一段时间经常可以在教练车看见它的身影，斯柯达师从大众，所以昕锐的地位目前就相当于多年前的大众吧，昕锐在外观设计上有着独到的见解。
015961	实际情感:pos 预测情感:neu	 视角：PHIDEON辉昂 句子： 作为大众品牌首款C级豪华轿车，PHIDEON辉昂的概念车C Coupe GTE在2015年上海车展亮相以来就备受瞩目。
015961 多判视角为：大众 实际视角为：PHIDEON辉昂 句子：作为大众品牌首款C级豪华轿车，PHIDEON辉昂的概念车C Coupe GTE在2015年上海车展亮相以来就备受瞩目。
015961 多判视角为：GT 实际视角为：PHIDEON辉昂 句子：作为大众品牌首款C级豪华轿车，PHIDEON辉昂的概念车C Coupe GTE在2015年上海车展亮相以来就备受瞩目。
015955 多判视角为：地球梦 实际视角为：飞度 句子：无论是最大功率还是峰值扭矩，飞度的发动机都表现最佳，这台1.5L地球梦发动机在技术和性能方面是三台中最好的。
015943	实际情感:neu 预测情感:pos	 视角：大众 句子： 外观的调整，让新款捷达更符合大众最新的家族化设计。
015943	实际情感:neu 预测情感:pos	 视角：捷达 句子： 外观的调整，让新款捷达更符合大众最新的家族化设计。
015940	实际情感:neu 预测情感:pos	 视角：荣放 句子： 为什么会教荣放怎么做人，因为全新途观进步这么大甚至从紧凑变成中型，平台，动力总成，内饰，外形，配置，都进步巨大！
015940	实际情感:pos 预测情感:neu	 视角：途观 句子： 为什么会教荣放怎么做人，因为全新途观进步这么大甚至从紧凑变成中型，平台，动力总成，内饰，外形，配置，都进步巨大！
015938	实际情感:pos 预测情感:neu	 视角：速派 句子： 去4S店给小明维保的时候，看见展厅的速派，想起社区的活动，所以，展示开始~~~~这是4S店外景静静的速派，全新速派犀利的外形打破常规，菱角切线分明，就连一些接缝处都没有忽略犀利观感的特殊处理，加上光影的效果，看上去相当酷，它也公认为最漂亮的斯柯达车型。
015938	实际情感:neu 预测情感:pos	 视角：斯柯达 句子： 去4S店给小明维保的时候，看见展厅的速派，想起社区的活动，所以，展示开始~~~~这是4S店外景静静的速派，全新速派犀利的外形打破常规，菱角切线分明，就连一些接缝处都没有忽略犀利观感的特殊处理，加上光影的效果，看上去相当酷，它也公认为最漂亮的斯柯达车型。
015922 多判视角为：E级 实际视角为：北京奔驰 句子：对此，北京奔驰有关负责人在接受采访时，否认了国产全新一代E级轿车与海外版用材不一致，并表示，
015921 多判视角为：大众 实际视角为：POLO 句子：日前，曝出的大众全新小型跨界车型，将基于新款POLO车型，全新的POLO车型将采用，大众最新的MQB平台。
015912 多判视角为：GLS 实际视角为：梅赛德斯 奔驰GLS级 句子：同时该车还配备有全新的三辐式多功能方向盘、内饰氛围灯以及全新的触控人机交互系统，此外新款梅赛德斯-奔驰GLS级继续沿用了7座布局。
015912 多判视角为：梅赛德斯-奔驰 实际视角为：梅赛德斯 奔驰GLS级 句子：同时该车还配备有全新的三辐式多功能方向盘、内饰氛围灯以及全新的触控人机交互系统，此外新款梅赛德斯-奔驰GLS级继续沿用了7座布局。
015910 多判视角为：大众 实际视角为：大众桑塔纳 句子：江苏南京的大众桑塔纳2000。?。
015910 多判视角为：桑塔纳2000 实际视角为：大众桑塔纳 句子：江苏南京的大众桑塔纳2000。?。
015899	实际情感:neg 预测情感:neu	 视角：飞度 句子： 不过车无完车，这代飞度的隔音是很多人都吐槽的。
015870	实际情感:neg 预测情感:neu	 视角：长安福特 句子： 长安福特新福克斯排气管左侧消音器位置滴水 厂商回复属于正常现
015870	实际情感:neg 预测情感:neu	 视角：福克斯 句子： 长安福特新福克斯排气管左侧消音器位置滴水 厂商回复属于正常现
015864 多判视角为：RAV4荣放 实际视角为：RAV4 句子：进化版Keen Look前脸、LED前后大灯配合时尚的18寸铝合金动感轮毂，全方位体现出全新RAV4荣放年轻运动、引领时尚活力的独特个性。
015857	实际情感:neg 预测情感:neu	 视角：A4L 句子： 好!看车的时候就发现了,内饰的做工比35TFSI的A4L好了不止一点.
015846 多判视角为：H6 实际视角为：长城 哈弗H6 句子：长城汽车-哈弗H6。
015846 多判视角为：长城-哈弗 实际视角为：长城 哈弗H6 句子：长城汽车-哈弗H6。
015841 多判视角为：福克斯 实际视角为：福特福睿斯 句子：福特福睿斯的造型可谓是中庸大方，却也不失一丝活跃，随时像福克斯附体。
015836	实际情感:pos 预测情感:neu	 视角：凌渡 GTS 句子： 凌渡 GTS带来前所未见的极致魅力。
015828	实际情感:pos 预测情感:neu	 视角：途观 句子： 这次去4S店看到途观实车，当与途观见面了，一下子点燃我的热情。
015825	实际情感:neg 预测情感:neu	 视角：斯柯达 句子： 斯柯达厂家对用户极其不负责
015813 多判视角为：风光 实际视角为：大众 奔驰 奥迪 句子：回顾历史，奥迪在二战后几乎就是一个落魄的形象，曾经风光无限的汽车联盟真正的倒下了；在被纳入奔驰的几年时间内，汽车联盟和奥迪没有任何发展，几乎就被雪藏，直到1964年大众出手收购汽车联盟。
015812	实际情感:neg 预测情感:neu	 视角：上海通用别克昂科拉 句子： 上海通用别克昂科拉14款自动精英轮胎开裂，威胁车主生命！！
015802 多判视角为：爱信 实际视角为：丰田 句子：这款车上市时也营造了挺大的声势，丰田1.8L发动机和爱信6AT变速器曾经是宣传重点。
015797 多判视角为：途安L 实际视角为：途安 句子：“心系每一位大众，情暖每一个家”途安L县区巡游
015797 多判视角为：大众 实际视角为：途安 句子：“心系每一位大众，情暖每一个家”途安L县区巡游
015793	实际情感:neu 预测情感:pos	 视角：上汽大众斯柯达 句子： 作为上汽大众斯柯达旗下的高端精品A0级车，晶锐凭借宽敞实用的空间设计、舒适自在的驾乘环境和细致人性的安全配置带来轻松无忧的出行体验，让全家尽享快乐亲子时光。
015782	实际情感:pos 预测情感:neu	 视角：天籁 句子： 比较高，如果跟天籁的一样就好了
015778	实际情感:pos 预测情感:neu	 视角：途观 句子： 在买车之前就觉得进口途观R真心好看所以你懂的提车啦啦啦附上销售的帅照我的途途准备换前杠拉买的保险杠已经拆车拉秃头初见成效大大地接近角????????
015776	实际情感:pos 预测情感:neg	 视角：福特 句子： NO.8福特  每80辆福特车才有1辆出现发动机故障，故障率为1.25%。
015759	实际情感:pos 预测情感:neu	 视角：途观 句子： 试驾的途观配置有三区恒温空调系统，后座乘客除了享有出风口外，还能自己设定温度。
015748 多判视角为：大众途观 实际视角为：途观 句子：有型有内涵 大众途观演绎SUV实力担当！
015739	实际情感:pos 预测情感:neu	 视角：科鲁兹 句子： 而新款科鲁兹降低发动机噪音、胎噪以及风噪等方面都做的不错。
015734	实际情感:neg 预测情感:pos	 视角：k3s 句子： 所以楼主第一个去看的就是合资车起亚，k3s外观还是不错的，而且价格也能接受，不过听人说操控不是太好，楼主还是想亲身试一下，如果说的过去，还是可以入手的，但是试驾一圈以后，着实太失望了，操控太不顺手，换挡把也太硬，白瞎了这么漂亮的外观了，后来看了福克斯两厢版，价格偏高，而且油耗在业内一直都受人诟病，最后看的就是POLO了，外观很好看，小巧灵活，很适合在城市开，也适合我这种刚步入社会的年轻人，平时代步再适合不过了。
015734	实际情感:neu 预测情感:pos	 视角：起亚 句子： 所以楼主第一个去看的就是合资车起亚，k3s外观还是不错的，而且价格也能接受，不过听人说操控不是太好，楼主还是想亲身试一下，如果说的过去，还是可以入手的，但是试驾一圈以后，着实太失望了，操控太不顺手，换挡把也太硬，白瞎了这么漂亮的外观了，后来看了福克斯两厢版，价格偏高，而且油耗在业内一直都受人诟病，最后看的就是POLO了，外观很好看，小巧灵活，很适合在城市开，也适合我这种刚步入社会的年轻人，平时代步再适合不过了。
015734	实际情感:neg 预测情感:pos	 视角：福克斯 句子： 所以楼主第一个去看的就是合资车起亚，k3s外观还是不错的，而且价格也能接受，不过听人说操控不是太好，楼主还是想亲身试一下，如果说的过去，还是可以入手的，但是试驾一圈以后，着实太失望了，操控太不顺手，换挡把也太硬，白瞎了这么漂亮的外观了，后来看了福克斯两厢版，价格偏高，而且油耗在业内一直都受人诟病，最后看的就是POLO了，外观很好看，小巧灵活，很适合在城市开，也适合我这种刚步入社会的年轻人，平时代步再适合不过了。
015731	实际情感:pos 预测情感:neu	 视角：国光 句子： 我看上了途观300TSI四驱豪华版和国光的专智版。
015731	实际情感:pos 预测情感:neu	 视角：途观 句子： 我看上了途观300TSI四驱豪华版和国光的专智版。
015727	实际情感:neg 预测情感:neu	 视角：明锐 句子： 召回车型：途安、凌渡、明锐。
015727	实际情感:neg 预测情感:neu	 视角：途安 句子： 召回车型：途安、凌渡、明锐。
015727	实际情感:neg 预测情感:neu	 视角：凌渡 句子： 召回车型：途安、凌渡、明锐。
015724	实际情感:pos 预测情感:neu	 视角：途观 句子： 先说座椅，我们家一共五口人，我182cm，我媳妇儿167cm，坐惯了途观，平时坐别的车总觉得挤挤巴巴的。
015708	实际情感:pos 预测情感:neu	 视角：明锐 句子： 高性价比家轿 2017款明锐购车手册
015699	实际情感:pos 预测情感:neu	 视角：POLO 句子： 从后门尺寸来看，大众新POLO的轴距也有了大幅度提升，相信这也会使得POLO后排空间狭小的问题得以解决。
