025857	0.03127053	neg	请求庞大双龙维修车辆并赔偿	
025823	0.01180015	neg	东风标致308空调设计缺陷 压缩机制冷极差	
025810	0.00816517	neg	宝马4S店玩合同欺诈	
025764	0.99659231	neg	长安商用欧力威电子助力控制系统突然出故障无法解决	
025757	0.03985880	neg	上海绿地DS订车苦等三个月  逾期两次最终没交车	
025683	0.15467375	neg	一汽大众新速腾没有受任何外力碰撞情况下大灯后面调节高度处现裂口	
025633	0.15282450	neg	众泰云100 三个月内出现三次刹车助力消失 售后服务不好	
025441	0.00635589	neg	北京现代南阳威佳4S店欺诈客户	
025328	0.24749115	neg	宝马118运动/左前固特异轮胎鼓包	
025144	0.91028284	neg	途安L第三排座椅问题	
025062	0.00508635	neg	雪佛兰科鲁兹刹车灯坏导致车身模块烧坏 三千多维修费让车主买单	
025043	0.71176115	neg	奥迪进口Q5质量不行	
024950	0.01389302	neg	保时捷才开一个月就出问题	
024894	0.73566293	neg	途观有顿挫感	
024889	0.13370589	neg	别克车内漏水	
024830	0.19192116	neg	关于大众凌渡EA888发动机偏盖漏油	
024737	0.14701544	neg	什么原因造成长安铃木雨燕车尾出现变形裂痕？	
024722	0.65628539	neg	克莱斯勒道奇酷威2.4尊尚版 变速箱问题	
024694	0.73942881	neg	北京现代悦动排气管中段刚过20000公里就严重锈蚀穿孔漏气质	
024648	0.03560710	neg	15年2驱途观收油门发出太奇葩的声音让我不知所措！！！	
024472	0.74709702	neg	斯巴鲁森林人汽车发动机底部漏油	
024444	0.39505411	neg	东风雪铁龙世嘉悬架存在严重质量问题	
024393	0.14410798	neg	北汽幻速S6存在没计缺陷和发动机易熄火的问题	
024342	0.00106144	neg	华晨宝马车内有刺鼻异味 怀疑含有致癌物质	
024271	0.01767045	neg	东莞合宝购买MINI不提供购车发票及进口车关单	
024220	0.03941386	neg	斯柯达聚丰4S店欺骗勒索客户	
024139	0.67793031	neg	新君越顿挫感强 发动机油封渗油	
024029	0.38684311	neg	长城汽车哈弗发动机异响严重	
024019	0.49797816	neg	上海大众2016新polo新车提车发现副驾真皮座椅有一道口子	
023938	0.14107322	neg	东风标致308转向异响严重	
023869	0.30410285	neg	长安福特福克斯2012款1.6自动舒适版双离合低速档抖动异响非常厉	
023758	0.04170273	neg	路虎联合4S商业欺诈	
023695	0.07422468	neg	众泰T600小毛病太多了	
023654	0.48072470	neg	雷丁电动汽车变速箱异响	
023571	0.65543492	neg	上海大众帕萨特1.8T尊荣版6AT变速箱转速不稳	
023561	0.27428044	neg	已解决：上海大众斯柯达昊锐变速箱异响	
023552	0.24116621	neg	昕动内饰灰尘	
023321	0.17314307	neg	一汽海马汽车车辆出现的问题未解决	
023217	0.09687990	neg	2017款明锐后挡风玻璃上有像灰尘一样的斑点	
023182	0.01239288	neg	长安铃木启悦转向异响 节能补贴迟迟不给	
023135	0.80383974	neg	雷诺科雷傲减配好多项要求赔偿	
023101	0.07972209	neg	北京现代瑞纳发动机敲缸爆震 4s店一年多未予解决问题	
023009	0.04462388	neg	刚买三个月的帝豪车车身油漆就成片脱落	
022862	0.00459222	neg	店里二手车评估师说荣威不保值…	
022753	0.83201026	neg	上海大众帕萨特6AT出现拖挡共振	
022736	0.18661775	neg	东风雪铁龙发动机故障重复发生安全风险极高	
022706	0.30045919	neg	北京汽车绅宝D50存在安全隐患	
022556	0.33692185	neg	新车北京现代名图发动机存在严重质量问题	
022485	0.40455006	neg	路虎进口神行者2HSE 问题不断维修不好	
022385	0.57244085	neg	东风风神车辆出现质量问题一直不处理	
022380	0.11477884	neg	长安福特12款福克斯变速箱控制模块故障	
022334	0.55066162	neg	宝马北京晨德宝店漏油问题车要求更换	
022236	0.58085384	neg	北京奔驰2015款E260L轿车大灯配置与承诺的配置不同	
022069	0.49897212	neg	雪铁龙售后服务差的很	
022067	0.73312135	neg	东风日产启辰恒联专营店销售欺骗	
021781	0.60382787	neg	长安福特福克斯刚行驶600公里中缸有沙眼 出现漏油	
021582	0.60705307	neg	奥迪灯厂都不考虑考虑后车的感受吗？	
021523	0.16618748	neg	起亚4S店把汽车CD保养坏了！	
021518	0.01711357	neg	长安星卡车漆自动脱落	
021364	0.44306454	neg	斯柯达明锐1.4t怠速低开空调有哒哒音	
021342	0.35233522	neg	现代名图发动机多次漏油	
021233	0.03551796	neg	2013款北京奔驰GLK车内异味太大 熏得人头疼	
021211	0.00155195	neg	长安悦翔二厢 使用五年 外壳铁皮锈穿 遥控失灵多次	
021095	0.61966642	neg	就是油耗太高了 三菱的4GR 2.4 发动机 其他都不错 相当皮实 就是油耗高	
021085	0.98114462	neg	甩帕萨特几条街 科技尊贵豪华 迈腾奥迪玩双打？	
021073	0.22681787	neg	2013款东风标致408手动2.0变速箱啸叫	
020977	0.06191146	neg	东风雪铁龙C4L多次维修发动机漏防冻液	
020936	0.02848929	neg	北汽幻速h2高速情况下车轮向右跑偏	
020909	0.09515253	neg	东风悦达起亚锐欧漆面生锈	
020802	0.02130643	neg	我的是途观1.8t四驱的怠速抖动挂档抖动厉害电脑检测传感器g40和g28和1.2.3	
020679	0.55019063	neg	奥迪新车发动机故障	
020623	0.12991325	neg	北京现代索纳塔领翔召回问题根本没有解决	
020531	0.01689940	neg	怀化一汽大众春茂汽车销售服务有限公司奥迪专营店不诚信经营	
020470	0.02264795	neg	东风雪铁龙汽车异响问题没解决 举升车把大梁弄弯了	
020208	0.16274928	neg	进口大众迈腾旅行车发动机烧机油严重	
020054	0.15098859	neg	铃木利亚纳过不平路前轮严重异响	
019999	0.64912373	neg	关于雷诺风朗汽车每次保养都需要做节气门清洗的问题	
019985	0.43943343	neg	一汽奥迪q3轮胎及天窗存在严重质量问题	
019929	0.32557925	neg	东风雪铁龙C4L发动机在加油门时噪音很大	
019768	0.01891090	neg	众泰z500新车5挡脱挡维修两次还是脱挡	
019749	0.02079948	neg	绅宝d50 瑞众4s店给装的日行灯直接坏了	
019661	0.00067455	neg	东风雪铁龙世嘉空调设计缺陷制冷极差 车主投诉遭厂家多次愚弄	
019564	0.00340169	neg	大众途安后电眼故障修理怎么排查	
019477	0.01209122	neg	众泰T600提车慢小毛病多刹车严重失灵！	
019443	0.78549919	neg	科鲁兹行驶中自燃	
019439	0.22168709	neg	大众DSG变速箱质量问题	
019387	0.01781294	neg	永源A380汽车质量极差	
019327	0.93239100	neg	要不就是不喜欢的君威了！！	
019294	0.20228033	neg	铃木北斗星X5巡航版发动机异响	
019166	0.07697779	neg	朗逸怠速抖动	
019131	0.07791291	neg	东风雪铁龙DC7165DTAA轿车发动机自燃	
019127	0.03447415	neg	东风风神H30cross 武汉飞速专营店 承诺不兑现 办事拖拉 耍人玩！	
019124	0.31145165	neg	进口标致提供的车辆合格证与给车管所的信息不一致导致无法上牌	
018999	0.01238374	neg	北京奔驰2015款E260L运动版配置与宣传不符欺诈消费者	
018814	0.27422246	neg	上海大众斯柯达明锐买车开始发动机渗漏机油问题多次维修未解决	
018771	0.35156815	neg	东风标致2012款 308自动 忧尚型变速箱存严重安全隐患	
018760	0.10923972	neg	宝马116在保修期内发动机第四缸漏气	
018752	0.82490740	neg	大众夏朗新车烧机油	
018745	0.44489767	neg	途观车右前侧异响很烦人！	
018694	0.14299321	neg	斯柯达4S店维修时间过长存在欺骗行为	
018693	0.28745903	neg	途观左右两边的后视镜颜色跟车身颜色有色差	
018671	0.08700904	neg	沃尔沃XC60新车开始跑偏现在16000公里去4S店5次无解	
018648	0.06366632	neg	大众途观的导航性能太差	
018638	0.00192996	neg	别克空调传感器维修期内维修太慢！！	
018626	0.00176334	neg	雪佛兰厂家和当地本地维修站取消合作 造成无法保养以及保修！！	
018569	0.22151586	neg	北京运通博达上海大众斯柯达欺骗	
018556	0.27999210	neg	启辰R50变速箱异响中控台异响	
018549	0.55768412	neg	三菱帕杰罗行驶中发动机抱死	
018486	0.06159251	neg	上海通用雪佛兰赛欧车身锈蚀上海通用流氓处理	
018378	0.00073092	neg	雪佛兰创酷轮胎开裂冷却液壶开裂刹车盘抖动	
018373	0.06865299	neg	天津一汽夏利N5空调异响和刹车异响	
018329	0.75745303	neg	上海通用别克新君越 高压油泵渗油	
018105	0.83778884	neg	郑州日产又“坏”啦	
018031	0.02474553	neg	朗行这样报警是什么原因呀？	
017993	0.25187753	neg	长安福特福克斯2.0AT发动机正时罩盖漏油	
017827	0.03766772	neg	空间给3星 同等档次里面 比F0空间大蛮多 但是也算比较小 后备箱还可以 但超过1米76坐在后排就有点挤	
017826	0.60732276	neg	华晨宝马交通事故时安全气囊一个也没打开何来安全？	
017825	0.94023858	neg	雪佛兰创酷轮胎出现裂纹	
017732	0.04520948	neg	通用在罗马尼亚召回6千辆雪佛兰 制动踏板存故障	
017709	0.01368934	neg	东风雪铁龙诚信缺失销售问题车辆	
017629	0.19501282	neg	启辰R50ABS泵40码启动声音异常	
017522	0.19120914	neg	奇瑞汽车奇瑞风云2在两档三档时啸叫严重	
017506	0.26052551	neg	宝马MINI的品质与服务还能更差些吗？	
017410	0.33421558	neg	北京现代名图购车八个月不给合格证!	
017343	0.03826083	neg	投诉北京现代瑞纳行驶中突然熄火方向盘锁死	
017321	0.09469033	neg	雷诺新车发现喷漆痕迹	
017147	0.56160216	neg	北京现代所配天津锦湖轮胎严重出现裂纹	
017114	0.92366453	neg	雪佛兰赛欧3佳通轮胎排水槽出现裂纹	
017044	0.89676887	neg	别克君威发动机爆震漏油 变速箱顿挫	
017003	0.17987927	neg	北京奔驰GLK车内异味严重	
016989	0.26062128	neg	北京现代IX25天窗异响！	
016977	0.26958061	neg	现代ix35漏电严重	
016925	0.91792770	neg	郑州日产东风风度MX6在4736公里时抛锚了	
016921	0.90011334	neg	大众途安四档换五档松离合时有声响	
016905	0.12669595	neg	——这说明宝马在发动机技术的开发方面或许是步子迈得太大扯到了蛋！	
016700	0.17371770	neg	东风悦达起亚k3发动机附近声响大 变挡困难	
016686	0.02996982	neg	雪佛兰科帕奇投诉	
016671	0.53008134	neg	斯柯达昕动发动机支架异响	
016630	0.82631835	neg	长安福特福特蒙迪欧致胜变速箱功能限制	
016596	0.57108481	neg	存在重大安全隐患的路虎极光还能让它上路吗？	
016476	0.07353034	neg	众泰T600毛病太多	
016446	0.75520107	neg	长安铃木天语传动轴漏油 更换过保后漏油继续存在	
016410	0.00509444	neg	沃尔沃汽车保修期内发动机故障厂家推诿责任	
016188	0.51235785	neg	长安铃木羚羊怠速步进电机即怠速马达频繁损坏	
016027	0.04513331	neg	东风雪铁龙不给维修换件	
015904	0.92516804	neg	大众北美召回18.9万辆途观发动机存熄火隐患	
015872	0.01965572	neg	2013款奥迪A84.0T发动机抖动已维修7次故障未解决	
015870	0.06236370	neg	长安福特新福克斯排气管左侧消音器位置滴水 厂商回复属于正常现	
015844	0.93262743	neg	新帕萨特1.8T 6AT车型出现共振拖挡问题	
015827	0.09195693	neg	东风标致新408冷天减震异响	
015825	0.00794072	neg	斯柯达厂家对用户极其不负责	
015681	0.51911904	neg	沃尔沃配置与标配不符合	
015666	0.15620478	neg	北京现代全新胜达天窗自动回弹一直找不到原因	
015620	0.88922139	neg	斯巴鲁ABS泵问题	
015614	0.00651092	neg	投诉福特导购人员	
015383	0.01076910	neg	新君越三元催化保修期内报废4S推脱责任欺诈消费者不予免费维修视《大气污染防治法》如同儿戏！	
015308	0.16274928	neg	进口大众eos发动机严重烧机油1.16L/1000KM	
015239	0.99528415	neg	广汽本田刹车低速或起步时有剧烈顿挫感	
015209	0.96649063	neg	为何今年购买北京现代新胜达导航地图却是去年的数据？	
015199	0.07968923	neg	沃尔沃中汽南方中关村店售后服务太差	
015032	0.23489155	neg	郑州日产俊风质量太差厂商太黑	
014995	0.88154704	neg	上海大众斯柯达全新明锐新车一年内出现多次重大质量问题	
014985	0.01998235	neg	保时捷panamera4S变速箱严重异响！！	
014957	0.02860013	neg	长安杰勋汽车没有零配件供应	
014930	0.96519279	neg	奥迪a8L加油跳枪	
014886	0.17794331	neg	路虎鸿粤锐虎4S店不给手续	
014846	0.30261848	neg	一汽-大众汽车有限公司召回部分进口奥迪SQ5汽车	
014765	0.06397979	neg	知豆ZD-1上机动车牌照的问题	
014575	0.04007000	neg	天津一汽威志V2安全带无缘无故自动开启 严重影响安全驾驶	
014571	0.00122640	neg	投诉铃木厂家及武汉竹叶山铃木4S店	
014521	0.04861692	neg	雪佛兰创新车酷普利司通轮胎老化开裂	
014476	0.33762618	neg	哈弗m2变速箱异响	
014470	0.02855320	neg	投诉雷诺汽车大中华区售后技术服务不作为	
014444	0.06598112	neg	桑塔纳的空调也是一个字诶！	
014434	0.31294477	neg	北京现代朗动所配天津锦湖轮胎严重质量问题	
014402	0.36329996	neg	东风风神H30没有原配轮胎	
014355	0.73340829	neg	上海大众帕萨特Dsg变速箱质量问题	
014204	0.14315319	neg	川汽野马空调存缺陷 两年多次维修无果	
014186	0.00645369	neg	五菱汽车销售商故意欺骗消费者	
014149	0.13934059	neg	上海大众POLO发动机故障问题	
014084	0.02286015	neg	保时捷pcm电脑重启	
014023	0.99251583	neg	2015款2.5i斯巴鲁森林人特装纪念版拉力蓝蓝牙系统故障	
013976	0.50365292	neg	部分进口现代飞思汽车将被召回	
013844	0.81453635	neg	上海大众15款帕萨特质量问题	
013837	0.12939166	neg	上海通用新君越变速箱质量太差	
013825	0.91503605	neg	一汽马自达阿特兹再次召回 涉及2.8万辆	
013761	0.00278277	neg	投诉天津一汽夏利A+空调不制冷多次维修无果	
013655	0.02846055	neg	上海通用别克凯越车底盘异响 要求彻底解决	
013501	0.07126993	neg	明锐汽车车漆爆漆！4s维权视频！	
013441	0.66286969	neg	进口途观的噪音	
013412	0.55433849	neg	东风日产烧机油	
013369	0.90690027	neg	斯巴鲁汽车召回部分进口森林人和斯巴鲁XV汽车	
013313	0.82809519	neg	斯巴鲁汽车（中国）有限公司官网关于森林人汽车的描述与实际不符	
013244	0.02525398	neg	上海通用别克垃圾	
013206	0.10570601	neg	哈飞汽车店大欺客【车主五年维权无果】	
013057	0.48258332	neg	不想买X6审美疲劳	
013048	0.26294789	neg	科鲁兹车辆发动机故障	
012990	0.02485564	neg	看到凌渡里说330湿式也有异响和漏油	
012935	0.74946478	neg	中国一汽吉林森雅S80 方向盘抖动  怠速不稳定  车门 漏雨	
012877	0.53980884	neg	沃尔沃存在致命隐患   却一笑而过	
012863	0.07914561	neg	上海大众新朗逸副驾驶座位左脚处漏空调水	
012862	0.03771616	neg	宝马水箱二次漏水	
012837	0.07537095	neg	朗逸座椅下面生锈	
012818	0.64645627	neg	进口大众高尔夫旅行版汽车发动机飞轮盘磨损严重有瑕疵质量有严重问题	
012775	0.00423704	neg	东风雪铁龙世嘉三厢1.6空调制冷差 异响严重	
012720	0.94904517	neg	雪佛兰赛欧车身锈蚀	
012716	0.31363805	neg	长安商用欧力威发动机抖动多次找4s店无果	
012711	0.03795088	neg	东风标致206车辆大灯组合开关失灵	
012686	0.14530359	neg	铃木天语2年49000公里方向机异响	
012685	0.53113070	neg	上海大众斯柯达晶锐发动机及车身配件严重质量问题	
012652	0.71031802	neg	进口大众尚酷DSG变速箱质量问题	
012602	0.10220295	neg	东风日产2014款新骐达打火通电前自检声音持续1分半钟	
012352	0.21491000	neg	东风标致308s变速器异响	
012279	0.74793386	neg	全新朗行8000公里方向盘偏重	
012258	0.23073469	neg	才3年多2万多公里的东风标致408自燃！	
012222	0.22317665	neg	雪佛兰创酷普利司通轮胎龟裂有安全隐患	
012198	0.03898382	neg	吉利汽车手动打开驾驶室车门卡 存在安全隐患	
012176	0.82683646	neg	新帕萨特6AT有拖档共振的现象	
012168	0.22148779	neg	长安福特2.0T豪华版蒙迪欧发动机抖动	
012118	0.07336995	neg	消费者质疑昌河铃木北斗星过保修期就出故障	
012001	0.17886702	neg	雪铁龙C5变速箱故障   衡水昌明大街东风雪铁龙4S店	
011925	0.91991162	neg	北京现代朗动ABS传感器线路断线	
011719	0.00214292	neg	投诉雪佛兰公司关于迈锐宝行车或者停车中突然断电情况	
011522	0.31938870	neg	比亚迪g5发动机渗油	
011505	0.19688940	neg	东风风神的空调又出问题了！！！	
011500	0.16618125	neg	09款双龙爱腾汽车抖动问题	
011480	0.48062470	neg	川汽野马空调系统设计存在严重缺陷	
011456	0.39375766	neg	雪铁龙世嘉电瓶在正常使用下突然没电 存在安全隐患	
011389	0.03982449	neg	北京奔驰E260L 空调时冷时热不正常	
011331	0.84053952	neg	为何途观刚发动的时候声音很大？	
011164	0.78241229	neg	长安cs35前减震异响	
011153	0.90594511	neg	天津一汽夏利汽车股份有限公司 夏利A+油泵问题	
010954	0.22407971	neg	长安福特发动机故障灯长亮	
010917	0.15072486	neg	东风雪铁龙世嘉轿车发动机静止状态自燃起火	
010829	0.00793888	neg	投诉宝马上海中环宝诚4s店拒绝退还意向金	
010742	0.00348526	neg	北京汽车4S店存在欺诈消费者行为	
010729	0.02938429	neg	大众DSG双离合变速箱在保不予理赔	
010653	0.36198229	neg	上海大众斯柯达在汽车之家车商城做的99元享3000元礼包不实	
010630	0.11914510	neg	大众速腾汽车座椅质量严重不合格	
010623	0.26062128	neg	北京现代IX25天窗异响	
010591	0.39148049	neg	铃木（凯泽西）变速箱异响	
010567	0.82329464	neg	斯柯达明锐仪表灯突然不亮	
010560	0.00004864	neg	起亚福瑞迪轿车钣喷后发动机舱盖左右缝隙不一致	
010449	0.03406867	neg	北京E级奔驰排气管断裂掉落（保修期内）	
010423	0.93271796	neg	求助：2016途安L后视影像不好用了是何原因？	
010288	0.21405366	neg	长安汽车CS35新车连换2次发动机总成 修了30几次	
010202	0.02461388	neg	科鲁兹刹车灯存安全隐患 短路易烧坏车身控制器芯片	
009851	0.03278788	neg	东风标致308空调制冷效果差 属于设计失误	
009847	0.07909159	neg	北京现代索纳塔漆面断裂	
009829	0.44281002	neg	纳智捷把消费者生命当开玩笑	
009632	0.69508872	neg	关于双龙售后服务流程问题	
009625	0.02354380	neg	对于大众这个“高大上”的独创技术我也不想再做更多评论了心脏不太脏机油只能添加嘉实多？	
009417	0.00381216	neg	上海大众斯柯达拒不发放国家发放的3000元汽车节能补贴	
009404	0.00725297	neg	已解决：东风雪铁龙C4L2014款1.6T车发动机启动抖动厉害	
009371	0.21173328	neg	车天窗玻璃自动爆裂 (MG锐腾上汽集团)	
009194	0.27808723	neg	北京现代ix35漏电	
009142	0.40992652	neg	长安福特福克斯2012款经典怠速抖动	
008938	0.30631737	neg	迈腾的音响喇叭太坑人了！	
008933	0.05063012	neg	smart fortwo 新购一周转向机失灵	
008920	0.84905639	neg	途观天窗异响	
008893	0.04127302	neg	汽车多处问题迟迟不解决都半年多了 扬州州扬东南4S店	
008675	0.31173794	neg	沃尔沃S80L变速箱有问题	
008670	0.20586282	neg	北京现代索8走在路上突然熄火！！！	
008621	0.41609307	neg	东风标致408雨刮器使用中严重抖动	
008474	0.08113347	neg	北京现代庞大伟业4S店贪污车主企业补助款不给	
008367	0.43081594	neg	DS车没有合格证	
008335	0.52411886	neg	东风风神A6O--变速箱多次漏油	
008307	0.33692185	neg	新车北京现代名图发动机质量存在严重问题	
008291	0.31397722	neg	上海通用别克英朗1.6t汽车废气阀	
008271	0.38969033	neg	北斗星x5车辆存在安全隐患	
008184	0.02781509	neg	北京奔驰E260L运动版配置与宣传不符合欺诈消费者	
008128	0.21174526	neg	北京现代IX35发动机环保不合格需要大修	
008106	0.08230961	neg	东风标致308 1.6MT车的空调设计失误导致功率低制冷慢	
007761	0.82325462	neg	雪佛兰赛欧后轮没有法兰盘 存在重大安全隐患	
007371	0.96416762	neg	上海大众途观天窗漏水上海大众途观天窗漏水上海大众途观天窗漏水上海大众途观天窗漏水上海大众途观天窗漏水	
007368	0.35023709	neg	斯柯达广州领道汽车有限公司    要求道歉和退订	
007358	0.14598053	neg	沃尔沃XC60购车3天出现重大故障	
007357	0.76197417	neg	宝马除了操控还有别的优势么？？2.2t大家伙开起来和小车一样	
007026	0.12087772	neg	众泰朗悦烧机油问题	
007004	0.24964585	neg	东风悦达起亚千里马轿车自燃	
006949	0.88347948	neg	我的途观怎么漏油这么厉害	
006933	0.96561819	neg	途观 电子驻车制动器 故障	
006927	0.96444538	neg	2012款新帕萨特 1.8t 6at拖挡共振顿挫	
006906	0.02917549	neg	比亚迪销售欺骗消费者	
006844	0.02183741	neg	长安福特翼博变速箱异响 提速抖动	
006777	0.60520189	neg	华晨宝马525倒车影像有问题	
006699	0.91978554	neg	马自达韩泰轮胎不断爆胎加裂纹	
006621	0.11053051	neg	东南DX7-博朗提车3个月内变速箱漏油-车门异响	
006541	0.07240613	neg	上海大众捷达2016手动时尚版1.6L收费不合理	
006511	0.04790984	neg	北京奔驰购买6天发现车身漆面是喷过漆的	
006309	0.15049208	neg	广汽传祺GS4刹车异响 广汽传祺GS4汽车有哪些质量问题？	
006179	0.00163263	neg	石家庄国利铃木4S店事故车重新喷漆销售欺诈消费者	
